,content
314,即使这部最终章时长三小时，依然未能了却影迷们的执念，太多细节和疑问需后续交代。不过很高兴这一部把更多笔墨聚焦在了英雄的人文情怀层面，而不是动作场面，你可以看到父子冰释前嫌（铁人）、母子骨肉重聚（雷神）、爱人再续前缘（美队）、孤儿孑然一身（寡姐）、妻儿阖家团圆（鹰眼）及本我超我合体（浩克），这些人性元素够了，够让你对这部终结篇满意了~更别提结尾高潮大战又燃又出其不意又好看得一塌糊涂！反正综合来讲，正如罗素兄弟所言，复联初代都在这部里走向了最合适的结局，以此平复影迷们的执念是最好不过。
315,电影看最后的群架确实很爽，每次看美国英雄片都很佩服他们一如既往的价值观文化输出。你看这里面，就在用最后的事实论证，财智资本家+爱国军心=美国价值观的最匹配人选，普世价值观是无法拯救世界的，只有美国价值观才可以。2019.5.4 8/10
317,漫威系列全部追下来，终于完结了。黑寡妇取原石那段有bug，雷神严重OOC，其他的脑洞都挺好，剧情前面过于温吞，后面比较精彩，画面特效都很好，3个小时还是很值的。结局难免有点遗憾，不过总的来说挺圆满。加上情怀给四星吧。
318,这个片子让我思考我们在豆瓣打星的依据是什么？缺点实在太多，但我觉得这个项目已经做到最好了，你可以想出无数个把剧情改得更合理更到位更精彩的方法，但那样我肯定打不了五星。当然别人可能打得更高，但关我什么事呢。
320,Thanos: SHADOWS DIE TWICE! Iron Man: ME TOO! Captain: HAIL HYDRA!
321,大家都再次回到战场上，再次并肩而立，一切似乎都回到了过去，所有的可能性都再次对所有人敞开。重来一次，每个人都更确信自己是谁。现实中不会一切都完美无瑕，Mr. Stark，一个精明的商人，以一己之命换人类的安宁，whatever it takes。
324,粉丝滤镜和跟风的太多了，这分数对真正认真拍电影的导演反而是种讽刺。对于剧情来说，仅仅是作为前作的延续，作品挺平的。文戏多，中间穿插冒险略带笑点，结尾集结过短并无太多亮点。8分
325,是非成败转头空，青山依旧在，几度夕阳红，一个响指喜相逢，古今多少事，都付原石中
326,190426，最后哭的稀里哗啦，每一个角色都那么鲜活出现，他们穿越回去的每一部电影都是那么的熟悉，多少梗都能会心一笑了然于心，之前每一部漫威的电影都至少看过两遍，多少年的光阴啊，一场盛大的谢幕，就这样真的结束了，谢谢你们，在我的青春里走过。突然想起来，昨晚做梦梦到的都是漫威，梦到的冬兵和黑寡妇，具体他俩干啥忘了，但一晚上没怎么睡好，今天一早就起来去看了imax，是爱啊。（190429，终于二刷了下，依旧是欢笑和感动。微博首页各种骂声时不时让我感觉真的是没必要。还有那种理解能力有问题的傻x，看着真碍眼。）
327,一座完美闭环的造就，一场奇异梦境的惊醒，一部史诗篇章的落幕，一个华美时代的终结。
328,槽点很多，泪点也不少，没有在时间穿越的类型里讲出什么新意，但全全全员集合的镜头还是激动了，那一刻不得不服流行文化的魅力。四星都是给情怀的。
329,看到灭霸的退休生活我竟然心生恻隐🌝
330,想了想还是打了五星，电影倒不是说有多完美，只是确实算是一个时代的落幕。无论自己平时多么不爽漫威，但终归自己这几年还是一部又一部看了过来，逝去的确实是自己的青春啊。纵观MCU，给我印象最深的还是美国队长，这次他终于圆了和她的一次舞蹈之约，也脱下了自己的战袍，英雄落幕，精神不朽。MCU十年，当之无愧的传奇。
331,从“粉丝捧场，大众惨淡”开始，到“粉丝辱骂，大众嗨翻”结束。漫威电影宇宙已经成为了震撼全球的文化现象，是一代人的影像记忆，是最时下的政治寓言，早就不可能回到“只拍给死忠粉丝看”的过去。一些死忠粉丝再无法接受这部电影对自己深爱的人物不尽如人意的塑造，也没办法对抗大众对好故事的渴望：好的故事不会是合家欢的故事。好的故事总是充满颓丧，悲情，苦痛，难堪。好的故事需要有“人性”的人物，而不是完美的“神”。
332,给好友评分中的所有差评点了赞并同意，然后依旧可以打出五颗星的电影。
333,英雄全部出来时侯真的好炸
336,这个剧情上真有点说不过去，有硬伤
337,不会二刷 我真的承受不来这个结局。黑寡妇死的时候 后排女生哭的直抽抽 我心想 有这么夸张吗 至于吗 我只是有点眼泪水出来。后来消失的英雄全部出现的时候 觉得很感慨 也掉了眼泪。最最后来 钢铁侠打响指的时候 哭的 控制不住自己 真的是抽了 我没法接受 无法接受。但是漫威 还是 谢谢你。还有复仇者们 我永远 永远爱你们。
338,最后救小蜘蛛时，漫威女英雄摆出一副“红色娘子军”的架势，真是把我逗笑了。
341,能想到来的，没想到来的，都来了。
342,完结与传承。每个人都找到了自己最好的宿命。圆满了。
345,好消息是：之前广泛流传的剧透是假的！大家放心观影
348,所以其实漫威宇宙的价值观就是：良心资本家+爱国军人=美国。剩下的角色可以囊括神、俄国人、英国人、东亚人、黑白黄女人、机器人、半机器半人、AI、小动物、小树苗，但你们不管能力多强都主要负责扮演diversity，不负责完成决定性剧情。霸霸的手套，锤锤的锤锤，只有象征美帝核心价值观角色才配拥有。不管制造出多少超神角色，最后也必须依靠美国精神（而非普世价值观）拯救世界。
349,太棒了！我先打10星，你们随意。初代十年处心积虑埋线，直至终章才完整爆发这个宇宙的真实魅力，叹为观止。我们才终于见识到，“十年布局”原来真的不是一句投机取巧的营销文案，而是实打实的严谨工作，一个精心布置的局，一个像蛇的首尾完美咬合的圆。 看得出来飞机也很信任手下，让编剧和导演放手去做，这个团队平时工作大概就是一群疯子在头脑风暴吧，什么事都干得出来。即使你猜了3000个剧情，他们依然能交出第3001种脑洞。即使吃过3000把刀子，他们依然能给你第3001个爱的理由。 这个电影，从某种意义上，真的做到了史无前例。感谢所有所有创作和工作人员，谢谢你们整出了这么牛逼的宇宙，邀我们见证。
350,时间线设置足够聪明，不讨论任何修改时间线的事儿，只改变石头，往蝴蝶效应的反面去走，这样时空穿越后发生什么事都不会产生悖论了。之前以为是一种的讨巧的方式，抹掉一些错误的选择从来，但是没有，重心放在拿到宝石之后了，而且灭霸总算是一个会改变想法的聪明反派了。//漫威说，这次是绝对谁都想不到的发展，竟然是真的！
351,值得中老年为之熬夜
353,不算完美，但算是圆满的结局。陪伴11年，又一个时代落幕了。谢谢你，钢铁侠，真的，不管是漫威还是观众，都应该谢谢你。然后，辛苦了，美队，这是你应得的。虽然有不舍，但是每个角色都应该没有遗憾了，人物的弧光完成。最后，不管是惊奇队长还是其他角色，以目前的状态来看，撑不起下一个十年，因为没有一个角色的魅力能比得上初代A6。嗯，博士也不行。
354,我曾经拥有过什么，现在我就失去了什么。I am Ironman. 十年漫威，再见青春。三千遍，爱你怎么够。你拥有一颗温暖的心，你是我永远的英雄。虽然我在博士伸出1根手指的时候想竖中指，虽然我哭得不能自已，但我知道这是你的高光时刻这必定是你的选择，可为什么从始至终那个牺牲的人必须是你。最后两句话：wcnm，漫威杀我。看的时候头脑发热，回头一想原来吃了三小时的💩。
355,全场MVP：老鼠。
356,挺好的收官之战了 有资源了再看一遍中文版的
360,桥段多梗多，黄洞全开时沸腾，诚意和惊喜都够。脂肪应该可以发电，过程中我一直觉得可以瞬间复原，果然减脂很难。鼓掌好几波，尖叫好几波。
361,出来的人物很多不认识但还是把眼睛哭花了
362,所有英雄都應該經歷一次時間旅行，面對自己的愛與懼，在淚水和歡樂中脫繭而出；所有的英雄宇宙都應該有一次時間穿越的故事，讓粉絲們瞬間穿越數十年重溫自己與夢想共渡的時光而淚如泉湧。「復仇者」們象征著美國夢的勇氣與良心，十年的光景鏡頭內外的「潛規則」也發生了天壤之別，在「終局大戰」中煞費苦心的英雄出場、走位與組局，處處顯示出「政治正確」的小心翼翼。
363,如果说复联3是完整的灭霸传，那么复联4则是一场回馈和自我致敬，给足了MCU观众所有想要的东西。虽然中段有点混乱，但足量的感情线描绘，还是让我们十年来对这些血肉丰满的角色积累的情感得以倾泻而出。最后的决战场面，其呈现和效果都堪比指环王的圣盔谷之战，零点场粉丝的欢呼声一浪高过一浪。电影史上最庞大的项目有这么一个结局，已然超乎想象，给罗素兄弟和凯文费奇respect。//二刷最大感受是，最后的跑酷大场面其实就是个橄榄球赛嘛，100% American style. 不过还是配得上magnificent ending了。
364,十一年，一个循环，谢谢漫威。让我在无聊的人生中做了一个美梦，始于钢铁侠，终于钢铁侠。希望我们终有一日能在漫威宇宙中相遇。
365,好看！看它！昂不离唔抱！个别角色还没认齐，但是依然觉得很棒～个别镜头惹人泪目，有感动也有震撼～
366,真的不出彩，不过从21岁看到29岁
367,我爱你三千遍！ i am iron man！
368,看完想大哭一场，不只是看不到钢铁侠、美队和黑寡妇了，就感觉十年就这么过去了。如果给复联里英雄排个序，最爱寡姐和美队，然后是鹰眼和幻视，期待他们的单体电影，当然还是会看下去。
370,too many emotions and it is all worth it.
371,漫威春晚，漫长的告别。
372,买一送一百，花一部电影的钱看一百个超级英雄。基本上就是温情与伤感齐飞的粉丝向电影吧。好舍不得这个时代的落幕，但漫威没让我们像《金刚狼3》那样看到英雄白发已经很仁慈了。
373,感谢漫威成全了初代超英所有的遗憾回忆和过往，盾佩一梦七十年，铁人重遇父亲诉衷肠、雷神与母亲的伤别离。终战实力诠释什么是真正的神仙打架，比瓦坎达大战更振奋人心百倍。寡姐献身，美队隐退，铁人终结，属于他们这一代人的传奇终究是要落幕了。“l am ironman ”。
374,重逢与离别，绝望与希望，悔恨与救赎，在时间的漩涡中，我们体会着情感的复杂与伟大。“只要人们仍旧怀念过去，他们就不愿走向未来，而是在当下选择反抗”，fight for memory。
375,复仇者联盟两大元老，一人用完无限手套化作尘土，另一人用完雷神之锤解甲归田。除了各种前作电影梗和超重量级漫画梗的化用以外，居然还特地致敬了一把The Big Lebowski，简直处处惊喜。当代神话感和厚重感在不觉间竟已构筑得如此到位，系列中纵有不尽如人意之处，如今也算是迎来一个good ending了。
378,1. 托尼·斯塔克有一颗温暖的心。2.队长盾牌碎了，队长可以举起锤子。
380,其实不如上一部，但是交待得很漂亮了。漫威对粉丝是真好，轻轻松松再战十年。
381,"It is a decent goodbye, thank you all."
382,不管你们信不信 3个小时看下来惊奇队长是颜值最高的。
383,语塞+词穷……废柴联盟专注客串MCU十周年……
385,从大学时候开始每次都要穿应援T恤熬夜看首映，到现在都被剧透干净了才缓缓走向电影院，曾经多么痴迷漫威，现在也已长大到对超级英雄逐渐失去憧憬，能活在漫威的时代真幸福啊！接下来我就和我最爱的英雄一起告别漫威吧。（遗憾：打斗戏少，新装甲少，找宝石不够紧张刺激
386,我就想知道美国队长回去送石头，带着戳子去的，回来时候锤子怎么没有了？
388,看《复联3》的时候，刚高考完，和前任也没分手，分数下来，考的很好。走出电影院，感觉自己什么都有了，但是复联的英雄们却没了。现在我走出播放着《复联4》片尾曲的影厅，看着家乡皎皎的明月，想起和前任看电影时的那些拥抱与吻，想起了离开我的那个亲人，想起了自己目前颓丧而无目标的生活。复联的英雄们回来了，我却感觉自己什么都没了。
389,盯得久了，总归是有些动人的。“I am iron man”，钢铁侠的始与终，最让人唏嘘。主线上的时间穿越逻辑乱成一锅粥，到最后几乎是不能带脑子去看了。没有宝石的灭霸原来是会被惊奇队长和红女巫压着打的，这宇宙的总体实力也不过如此嘛。从最终归宿上看，钢铁侠、寡姐和美队算是真正意义上的核心，罗素兄弟则彻底被复联的两部终章给吞噬了
393,从一开始就渲染情怀，打斗和笑料都只是配菜，看到那些曾在记忆里留下深刻印痕或惊鸿一瞥的人物角色再度出现，各种感动油然而生、各种燃点恣意迸发，直到那令人饮泣的刹那，这不是单看这一部电影所能体会到的，是伴随着漫威宇宙一路走来的自己所始终憧憬和等待着的“有生之年”。最后，我只想说，“逝者已矣，生者如斯。”还有——去二刷吧！
394,类型片逻辑是张大型画皮，内在真正推动这个系列走到这一步并完成整个封顶叙事的其实是基于美式家庭格局的情感逻辑。某人陨落那场戏写得非常高级，与驱动情感的触点一样精准高效。
395,It is truly an end of an era. I am Iron Man.
396,一段关系最有价值的部分，是见证彼此成长。一段观影旅程也是，银幕内外主角与观众互为照映，这种陪伴也是人生的意义所在。当超级英雄电影与现实的平凡生活合二为一，这已经不是简单的情怀，而是一枚情感核弹。这是一场声势浩大的漫长告别，告别过去的自己，逝去的家人，惨败的曾经，超级英雄们的情感脆弱面，在上一部的悲壮之后，走向了伤感。个人情感的极致表达，自我成就的无限演绎，弥补了整个漫威电影的精神内核。“生命中唯一的永恒就是生命的无常”
397,作为一个算不上是漫威的粉丝看这个，多多少少会有些情怀和感动的点是跟不上趟的。加上此次在影院观影的效果太差。导致我中途数次分心的吐糟聊了会儿微信。又加上因为我不是看首映。到处都被人无意中剧透了许多。于是我并不能说我自己在影院被感动得热泪盈眶。甚至我尴尬的说我对于英雄的离开。并没有太大的触动。但。这片子作为完结片还是很精彩的。用时间机器这个梗带着大家回顾了好多以前的经典时刻，还填补了许多遗憾。所以这个结局不管是死忠粉，抑或是像我这样的路人粉。应该来说都是能接受的，而且作为超级英雄来说。他们只会在永远在结束----重启的路上。所以传说不死，英雄永生。这在漫威宇宙来说，应该也不只是一个口号。最感动的是复联3消失的人们突然回来。以及漫威娘子军汇集到一起的那里。真是震撼。
398,大概这是第一部杀进豆瓣TOP250的漫威电影，其意义相当于陪伴我们一起成长的《哈利波特与死亡圣器（下）》，不舍告别。
400,我现在没法冷静的评价的评价这部电影，因为失望和感动的地方很多，但有一点很肯定，迪士尼和两位导演都是功利心非常强的人，他们知道观众的笑点和泪点在哪，所以可以直接忽略剧情逻辑往里面搪塞能带来爆点的东西
402,所以钢铁侠他爸到底换没换演员？美队偷了一个盾是不是另一个美队就没有盾了？美队怎么把雷神之锤送回阿斯加德？
403,当他看到她的时候，仿佛瞬间经历了整个人生，心里很平静。
404,一泡尿憋不住了，中途去上了个厕所，结果，什么？美队能使雷神锤了？？？
406,虽然槽点无数但还是T.T
407,谢谢你们，青春有你们陪伴，我很感动～雷神见妈妈那里真的没忍住
408,"我永远无法理解有人觉得Thanos可怜，我简直希望导演安排钢铁侠抓住他的头说：Hear me and rejoice, you are about to die at the hands of me, you have had the privilege of be saved by the Great AVENGERS, be thankful that your meaningless live is now contributing, you may think this is suffering, No, it is salvation. NOW TELL ME, WHAT DO YOU FEEL TO FADING TO ASHES?"
409,老伴儿孩子热炕头的世俗生活是终极幸福啊……
410,24号上午就去看了。说真的，抱着全员死亡的心情去看得我，还是看哭了。我的铁人和寡姐！！！！
411,我从来都不算漫威粉丝，我不熟悉漫画的设定，也未蹲过零点场首映，更没有特别喜欢过某一个英雄，但MCU电影从没落过，其中19部在影院观看，不下5部三刷以上。究其原因，漫威在新千年建立了一个前无古人的电影王朝，与星战、终结者、魔戒之于它们存在年代的意义别无二致，我们都是平常人，或多或少都有英雄梦，点燃这个梦的火种就是钢铁侠，十年过后，钢铁侠早已不单纯是个人物形象，他更像是精神图腾，提醒着我们这十年走过的路，这应该就是我、我们，如此沉浸其中的原因。所以，这10分，献给乳臭未干和高中同学周二翘课看钢1的我；献给因美队3结缘而恋情无终的我；献给曾经作为电影行业工作者而近距离接触他们的我。初代的结局肯定不会让所有人满意，或许MCU考虑过其他的方式，但我接受，这已是最好的终局，毕竟旅程再远，也要说拜。
414,后半部分好看到我旁边那个一直用高音量给他女朋友科普的傻逼男生都顾不得回他女朋友话了。
415,完了，全完了，今后，不会再有泰坦之子、宇宙计划生育委员会主任这些番号了。灭宝庆啊灭宝庆，你说你去惹复仇者联盟这帮混蛋干什么！漫威十周年大型年会，迄今为止出场角色最多，也是第一部没有彩蛋的漫威电影，真正的继往开来，承前启后之作，期待下一个十年。
416,"儿时就被套住的一个英雄梦迎来了最高光的时刻，想想以前为看而看的系列无趣爆米花片，都因为这部的编织而变得有意义起来，每个英雄身上作为普通人的有血有肉人性被充分发掘，可以说刻意煽情，我却觉得这是最触动人的最真实的英雄光环。 Avengers,assemble!"
419,有相聚 也有分离。三里屯美嘉九点场，出来也是在雨中了。
420,昨晚哭着回来……
422,表白朗爹！大家各得其所，另外我好奇灭霸在里边是不是盘核桃了？
425,这已经超越一部电影了，甚至超越了所谓系列电影终结篇的这个概念，化身一场联结每一部漫威电影记忆的致敬仪式。他亲自带你回到这十年来那些重要的时刻，亲自为你抹去那些“意难平”，亲自给了几乎所有人一个最好的结局。啊，我的人生里也终于有真正是这个时代的一段系列电影史诗了啊。
427,w/cb 真的庆幸买了首映场 好多人啊 还买了配套的杯子和爆米花桶哈哈哈 nerd到疯魔 虽然比国内晚了两天但好在一直没有被剧透 不得不说美队的pp确实是american ass hailhydro笑死 深藏功与名 美队拿起xx时大家都惊声尖叫 后头哭惨了呜呜呜！一个时代的告别 放每个演员的签名太戳了 最后没有彩蛋呜呜呜 之前都有的... 感谢漫威给我们带来的感动和欢笑 怀念斯坦里老爷子 三小时不显长 看完半躺在cb车上 感到一丝疲惫 可能因为不知不觉感情上倾注得有些用力了吧 （最好笑短评“女朋友没哭的话注意一下了（ps最近看到一个日本浮世绘风格的超级英雄们 有、意思 名号都很符合 like铁武者八十五号 米国团长 雷神彻 蚁义贼 流浪人鹰眼～ （晚上sv给我打电话 爱你3000次
428,I love you three thousand times.
429,冲情怀打满分，高潮段落此起彼伏，黑寡妇钢铁侠相继阵亡，加上绿巨人被辐射成残疾，这种扑面而来的壮烈感，为了全宇宙前赴后继舍身取义的大无畏英雄主义，怎么也足够我们肃然起敬。当然作为电影本身bug也不少，剧情上对不熟悉漫威宇宙的观众可以说很不友好，但是作为收官落幕之作，本片交上了一份相当不错的答卷，足以抚慰漫迷孜孜以求的内心。PS 现实的焦虑与竞争体现在漫威宇宙里，混沌本是宇宙本质，无论穿越还是拯救，都是每个渺小人类逼不得已的选择，为了生存拼了！
432,首尾呼应，一个时代的终结。最喜欢的一对cp居然幸福的生活在了一起。
433,娜塔莎，托尼，我们赢了哦。
438,但就电影来说四星。。但是很显然这部电影完全不能按照这一步电影的标准来衡量，这是一个时代的标志。
439,And i am iron man... 漫威十年，不说“再见”
440,我最喜欢的角色居然为了宝石死了？？？让我哭一会。
441,当一部长达十年的爆米花系列大片和情怀捆绑在一起时，迸发的力量竟如此之强烈。
442,感动的点很多，但是结尾有强行退场之嫌。 希望26岁那年有一辆奥迪RS7。
443,比预期的要好很多，本作多了很多情感戏很感人，比如雷神和母亲，鹰眼和家人，当然还有钢铁侠的牺牲那部分最感人。看的是漫威粉丝专场，气氛和反映要比普通场好很多，最后决战部分所有消失英雄回归的时候，全场大鼓掌和惊呼。
444,成年以后偶然发现一部钢铁侠开始看了美队雷神找到联系发现新大陆似的到处给人安利反响平平，过了多年变成一段传奇，被别人当成童年回忆，还挺有年华老去的沧桑的。看着看着场面变成《魔戒》，但其实毕业集的感觉更像是《哈利波特》或是《GOT》第八季刚刚过去的第二集。大家都有各自的归宿，有了离别的预期也没有伤感。几处燃点全场欢呼，意犹未尽。妇联名副其实一起站了个场队长还剪了短发，本命即使变肥宅也最终登上了同一艘船，小蜘蛛也马上要愉快地放暑假。Tomorrow's gonna be another day.
445,一切因钢铁侠而起，一切因他而终。
446,全程都在跟随着时间机器的脚步回顾我过去的十年。从初三体育考试那天复仇者联盟一上映，后来不知道哪个年级和家人一起去看钢铁侠二，再到大二一个人去影院看美队三。去年也是赶来影院看早场复联三，那时候对自己去哪个国家读书、究竟读什么专业还一头雾水。现在已经明晰。我好感谢这十年有marvel的陪伴，今天，不夸张的讲，我的泪水持续了这三个小时。当战场上出现无数个金色圆圈、之前消失的复仇者们一个个从圆圈里走出时，我几乎痛哭流涕。感谢感谢你们的陪伴，辛苦啦！初代复仇者联盟！
447,好莱坞工业水平让人叹为观止就算了，剧本也这么严丝合缝。
448,i maybe cry a little bit也许是眼睛肿胀了，反正影院小哥是哭了哭着说没有彩蛋[捂脸]最长的首映午夜场了，最好别喝水别浪费钱买水了！我一杯鸳鸯带进去没喝一口出来，有人不自量力，i seems smell someone pee[捂脸]全片全IMAX画幅holy嗨鸭！希望有空去东莞华南摩尔的IMAX二刷！
450,最惊喜是Tilda Swinton的再次登场 最生气是Scarlet Johansson的丑陋发色
451,伟大的史诗，最好的落幕！
452,几句话说不完感想，谢谢你们。
453,天下最美的美梦都会有终点。感谢遇见你。钢铁侠。
456,超故意！真的超故意… 其他先不想讲。气氛是有生以来最好的一场。有一瞬间感觉是在现场看球赛。哭声笑声叫声掌声响成一片。也只有漫威爸爸了。
457,比起过去的煽情和当前的壮烈更喜欢超英们失落的悲壮感。算是对漫威十年很完美的总结作品，最好的是这部电影又不只是一部电影，看过十年的观众更有感触
458,我们彼此拥抱，我们相互告别，我们爱过，我们来过，Farewell
460,防火防盗防剧透的日子终于结束。时长原因，这部是整个系列唯一一部没怎么玩官逼同人梗的。无论是观看过程还是看完，都说不上来什么具体的感觉，就好像一直在等这天。
464,《复仇者联盟4：终局之战》是漫威电影迄今为止最好的佳作，也是在这部电影中漫威聚集所有英雄，将漫威宇宙的魅力才得以了完全的迸发，其给人带来的不仅是一次酣畅淋漓的史诗之战，更让人泪目于英雄的悲歌，动容于这场横跨十一年的英雄告别。
465,原本以为会看到《龙珠》甚至是《圣斗士黄金魂》之类的中二戏码，结果收获太多太多惊喜，漫威终究是那个十年没变独一无二的漫威！第一次看片尾字幕看到流泪。MCU个人排名前三：钢铁侠1，复联4，复联1/美队2并列。
467,Harley Keener - google了半天才知道最后那个男孩儿是谁
470,电影末尾，美国队长卸甲归田，光荣退休，将盾牌和制服给了猎鹰山姆，坐我后面的哥们，不解地嘟囔道，怎么传给黑人呀。我忍不住回他，黑人都能当美国总统，干一届美国队长，还不是小菜一碟。说完这话，我也不由得暗自赞叹，美国这种爆款大片，真是打磨得滴水不漏，不只是技术和特效，还有故事和隐喻。不过，这种政治正确，并不让人觉得不舒服，可以说它是一种“狡黠的正确”，或者说是“善良的聪明”。
472,爱你三千遍😢
473,虽然三小时实在尿点很多 但回忆杀实在太美好了 最后集结真是无与伦比的激动 妇联 👋
474,3.5 为了第一阶段超级英雄结尾而结尾的电影，依旧是充满自我反思，与另一时空和解的电影。但，寡姐就这样结尾，是怎么都难以让人接受。
475,虽然没有陪你走过11年，但感谢你献给我们的21部佳作。 钢铁侠，美队，寡妇，雷神，绿巨人，鹰眼，感谢你们精彩了我的青春！！ 爱你们，千千万万遍！
477,我不是漫威粉，但复联四让我第一次感觉到活在这个时代是一件还不错的事情。
479,再见，十年。
480,由欢呼和抽泣组成的漫威影迷狂欢🎉
482,这是一部，即将改变整个商业电影历史的绝对经典。 其实~ 我也超级喜欢芝士汉堡！ （其实这部电影，之所以称之为审视大陆屌丝的分水岭，其实道理很简单。首先，没文化的人看不懂；其次，看不懂的人，根本就是固守大脑舒适区的废物…最后，他们被人骗了钱，还要帮人家顶热度…）
483,一行人都说不好看，只有我默默流着眼泪。十年的陪伴，感谢漫威。
484,史上最强的超级英雄电影！！爽爆！！燃爆！！泪目！！Pee pants!!尘归尘，土归土。或者做该做的自己，或者做想做的自己。
485,长处很长短处很短，心情如同过山车。不得不说，灭霸真是漫威宇宙里非常高级的一个反派，3里就被他的理念倾倒，4里他新的说辞又让我折服，他的格局比复仇者们真是大太多了。2019-5-1
487,听说我们可以翻墙去FB，Youtube，Twitter上给老外剧透了，好开心啊，主要我喜欢帮助别人。 看完了，感谢漫威给我们一个完美的收官
488,本银护粉的大泪点是魔拉格星，听到BGM简直嗷一嗓子哭了出来，然后全程在心疼火箭，上部里失去所有，这部里又亲眼目睹男神的崩塌，太惨了，不愧是“谁敢比我惨”天团成员。然后星爵你是不是又胖了？都快爆衫了，以后米兰诺号上就是两个死肥仔了。雷神致敬The Big Lebowski加分。然后，阿灭真的很淡泊，他干了那么大件事，却不过是卸甲归田开菜园。喜欢阿灭。
489,看的下午两三点的场，没啥人，舒服～～～
491,高潮迭起，完美谢幕！血肉之躯，钢铁之心，凡人之力，比肩神明！这评价真的永不过时，我都要哭了！
492,哈哈哈我看到有豆友在几年前畅享自己今年的复联4上映会不会结婚，会不会当妈的评论，恍惚有种时空穿越感啊。
494,【剧透预警！剧透预警！剧透预警！】史诗落幕钢铁侠，安享晚年翘美队，嬉笑肥宅银护锤，温文儒雅小浩克，套路交待黑寡妇。优秀的大结局，无愧这十年。
495,美队是怎么打赢灭霸的。因为他拿起了雷神之锤子。那么雷神做什么去了，他膨胀了啊。
496,完结了，一切都怅然若失的感觉。所有的宿命与情怀都在此交汇，虽然可能不是漫威宇宙最好的电影，但一定是对过去最好的一个交代。感谢有你们的十年，复仇者们。
